video_id,video_title,question_id,question,answer,difficulty
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q001,ماذا ورد في هذا الموضع من النص؟,الوضع بقى معقد جدًا بشكل استثنائي،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q143,كيف صيغت العبارة هنا؟,لجمع السرعات النسبية،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q144,ما الذي قيل في هذا الجزء؟,لراكب القطر من الراصد الخارجي.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q145,ما النص الحرفي المذكور في هذه الفقرة؟,هنلاقي إن سرعة الضوء ثابتة،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q146,ماذا ورد في هذا الموضع من النص؟,الكلام العجيب دا عن الحركة،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q147,ما الجملة المذكورة في هذا السياق؟,إن دا ممكن يتطبق على الإنسان،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q148,كيف صيغت العبارة هنا؟,أجهزة جسمي هتشتغل أبطأ؟,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q149,ما الذي قيل في هذا الجزء؟,هيدُق كل دقيقة؟,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q150,ما النص الحرفي المذكور في هذه الفقرة؟,تم إثباته بأكتر من طريقة،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q151,ماذا ورد في هذا الموضع من النص؟,دي جسيمات ذرّية لها أنواع كثيرة،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q152,ما الجملة المذكورة في هذا السياق؟,اسمه الميون،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q153,كيف صيغت العبارة هنا؟,لمّا الأشعة الكونية بتخبط في ذرّات الهوا،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q154,ما الذي قيل في هذا الجزء؟,إن هو بيقطع مئات الأمتار,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q155,ما النص الحرفي المذكور في هذه الفقرة؟,بنسبة 99.8% سرعة الضوء،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q156,ماذا ورد في هذا الموضع من النص؟,كل ما قربت من سرعة الضوء،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q157,ما الجملة المذكورة في هذا السياق؟,اللي قُدّامك دا،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q158,كيف صيغت العبارة هنا؟,أد إيه الزمن تباطأ.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q159,ما الذي قيل في هذا الجزء؟,بياخد منحنى حاد جدًا،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q160,ما النص الحرفي المذكور في هذه الفقرة؟,كل ما عامل تباطؤ الزمن بقى أكبر.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q161,ماذا ورد في هذا الموضع من النص؟,"What Happens?""",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q162,ما الجملة المذكورة في هذا السياق؟,هتبقى جناح هايل!,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q163,كيف صيغت العبارة هنا؟,هتبقى ما لانهاية، Infinity،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q164,ما الذي قيل في هذا الجزء؟,هتحتاج طاقة لانهائية،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q165,ما النص الحرفي المذكور في هذه الفقرة؟,إن دا، للأسف، مش موجود في الواقع بتاعنا!,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q166,ماذا ورد في هذا الموضع من النص؟,لأن ما لهوش كتلة،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q167,ما الجملة المذكورة في هذا السياق؟,بتاخد وقت عشان توصلّنا.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q168,كيف صيغت العبارة هنا؟,على بُعد 1000 سنة ضوئية،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q169,ما الذي قيل في هذا الجزء؟,انفجر في الماضي، بقاله 1000 سنة منفجر،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q170,ما النص الحرفي المذكور في هذه الفقرة؟,"لو أستاذ ""مفيد فوزي"" راح للضوء،",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q171,ماذا ورد في هذا الموضع من النص؟,عشان توصلّنا من هذا النجم؟,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q172,ما الجملة المذكورة في هذا السياق؟,"خدت وقت أد إيه؟""",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q173,كيف صيغت العبارة هنا؟,"- ""صفر.""",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q174,ما الذي قيل في هذا الجزء؟,بيروح وييجي في كل حتة في نفس الوقت.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q175,ما النص الحرفي المذكور في هذه الفقرة؟,- آه، زي ما سمعت كدا، لازمن.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q176,ماذا ورد في هذا الموضع من النص؟,بيبيّن الموضوع بالثانية،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q177,ما الجملة المذكورة في هذا السياق؟,موجود فيه النسبة لسرعة الضوء،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q178,كيف صيغت العبارة هنا؟,بنسبة 0.9999 من سرعة الضوء،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q179,ما الذي قيل في هذا الجزء؟,"دقيقة على ""الأرض""،",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q180,ما النص الحرفي المذكور في هذه الفقرة؟,"لفّيت أسبوعين في الفضاء، ورجعت ""الأرض""،",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q181,ماذا ورد في هذا الموضع من النص؟,إن الزمن بيتباطأ والمسافة بتتقلص،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q182,ما الجملة المذكورة في هذا السياق؟,من كل الكلام اللي انت قُلته دا؟!,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q183,كيف صيغت العبارة هنا؟,"من غير هذه المعلومات.""",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q184,ما الذي قيل في هذا الجزء؟,موجودة في حاجات كتير جدًا حوالينا،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q185,ما النص الحرفي المذكور في هذه الفقرة؟,Satellites بتمشي بسرعات معيّنة،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q186,ماذا ورد في هذا الموضع من النص؟,له دور في تباطؤ الزمن.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q187,ما الجملة المذكورة في هذا السياق؟,اللي موجودة في الأقمار الصناعية،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q188,كيف صيغت العبارة هنا؟,ممكن تعمل أخطاء كارثية في تحديد المواقع،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q189,ما الذي قيل في هذا الجزء؟,في إحدى حُججه الشهيرة لإبطال الحركة،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q190,ما النص الحرفي المذكور في هذه الفقرة؟,السهم دا مش بيتحرك.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q191,ماذا ورد في هذا الموضع من النص؟,من شوية لقطات ثابتة.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q192,ما الجملة المذكورة في هذا السياق؟,"وإن كنا قضينا على حجج ""زينون""،",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q193,كيف صيغت العبارة هنا؟,كان ليها أثر كبير جدًا على فهمنا للحركة،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q194,ما الذي قيل في هذا الجزء؟,على إن المكان لانهائي،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q195,ما النص الحرفي المذكور في هذه الفقرة؟,لحد ما تبقى فتافيت فتافيت.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q196,ماذا ورد في هذا الموضع من النص؟,بحيث الفتفوتة دي تبقى أد البسكوتة،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q197,ما الجملة المذكورة في هذا السياق؟,لحد ما تبقى فتافيت تاني،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q198,كيف صيغت العبارة هنا؟,حلينا الموضوع دا بالتفاضل والتكامل،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q199,ما الذي قيل في هذا الجزء؟,كانوا بيعتبروا إن الإشعاع الحراري,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q200,ما النص الحرفي المذكور في هذه الفقرة؟,والمستمرة بانسيابية،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q201,ماذا ورد في هذا الموضع من النص؟,بكارثة الأشعة فوق البنفسجية.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q202,ما الجملة المذكورة في هذا السياق؟,"""لا يوجد طاقة مستمرة.",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q203,كيف صيغت العبارة هنا؟,"جه ""ثابت (بلانك) للطاقة""،",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q204,ما الذي قيل في هذا الجزء؟,"وثابت الجاذبية وثابت ""بلانك""،",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q205,ما النص الحرفي المذكور في هذه الفقرة؟,"طول ""بلانك"" وزمن ""بلانك"" وكتلة ""بلانك""،",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q206,ماذا ورد في هذا الموضع من النص؟,"حاجة في ""بلانك""، إلا وخدناها.",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q207,ما الجملة المذكورة في هذا السياق؟,هو أصغر وحدة مسافة في الكون،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q208,كيف صيغت العبارة هنا؟,أصغر من الصغر بكذا مرة!,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q209,ما الذي قيل في هذا الجزء؟,وإن انت عمّال تصغر،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q210,ما النص الحرفي المذكور في هذه الفقرة؟,قدرت توصل لدقة قريبة من كدا،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q211,ماذا ورد في هذا الموضع من النص؟,وهو الكوارك، طوله...,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q212,ما الجملة المذكورة في هذا السياق؟,عرفنا نقفشها في الطبيعة،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q213,كيف صيغت العبارة هنا؟,"أد المجرة، طول ""بلانك"" أد النملة.",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q214,ما الذي قيل في هذا الجزء؟,إن هذه القِيَم صحيحة رياضيًا،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q215,ما النص الحرفي المذكور في هذه الفقرة؟,حركتها من كتر اضطرابها بتعمل رغاوي!,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q216,ماذا ورد في هذا الموضع من النص؟,"لو جينا نتكلم عن زمن ""بلانك""،",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q217,ما الجملة المذكورة في هذا السياق؟,"الـ""آن"" اللي اتكلم عنه ""زينون""،",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q218,كيف صيغت العبارة هنا؟,اللي لا يمكن كسرها أكتر من كدا،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q219,ما الذي قيل في هذا الجزء؟,"من زمن ""بلانك"".",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q220,ما النص الحرفي المذكور في هذه الفقرة؟,الحركة كويس في ميكانيكا الكم،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q221,ماذا ورد في هذا الموضع من النص؟,"عايشين في ""فريمات""، فيلم Animation!",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q222,ما الجملة المذكورة في هذا السياق؟,للمكان والزمن اللي بعده.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q223,كيف صيغت العبارة هنا؟,على من ذرّة وانت نازل،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q224,ما الذي قيل في هذا الجزء؟,من تريليونات الجسيمات الكمية،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q225,ما النص الحرفي المذكور في هذه الفقرة؟,في اتجاه مختلف.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q226,ماذا ورد في هذا الموضع من النص؟,اللي بيبقى عبارة عن كادرات ثابتة،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q227,ما الجملة المذكورة في هذا السياق؟,على المستوى الكمي.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q228,كيف صيغت العبارة هنا؟,في ميكانيكا الكم،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q229,ما الذي قيل في هذا الجزء؟,ما فيش أي أزمة.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q230,ما النص الحرفي المذكور في هذه الفقرة؟,نظام عشوائي للحركة،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q231,ماذا ورد في هذا الموضع من النص؟,هنلاقيها من بعيد ثابتة،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q232,ما الجملة المذكورة في هذا السياق؟,جزيئات الميّه اللي جوا الميّه,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q233,كيف صيغت العبارة هنا؟,الموضوع بيتحول إلى حِنّة، فرح شعبي!,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q234,ما الذي قيل في هذا الجزء؟,لحد الـInfitinity، إن شاء الله،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q235,ما النص الحرفي المذكور في هذه الفقرة؟,كل جزيئات بتتحرك لفوق،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q236,ماذا ورد في هذا الموضع من النص؟,هيفلت من النُص التحتاني،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q237,ما الجملة المذكورة في هذا السياق؟,اللي في الأوضة حواليك،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q238,كيف صيغت العبارة هنا؟,"لأن هنا يكمن الشيطان.""",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q239,ما الذي قيل في هذا الجزء؟,أكبر من عمر الكون نفسه،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q240,ما النص الحرفي المذكور في هذه الفقرة؟,يظل ممكن يحصل، عادي، حركة عشوائية.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q241,ماذا ورد في هذا الموضع من النص؟,اللي هي 300 ألف كيلومتر في الثانية،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q242,ما الجملة المذكورة في هذا السياق؟,حوالي 700 ألف كيلومتر،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q243,كيف صيغت العبارة هنا؟,خلال ثانيتين وشوية.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q244,ما الذي قيل في هذا الجزء؟,مش هو دا اللي بنلاقيه بيحصل،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q245,ما النص الحرفي المذكور في هذه الفقرة؟,لعدد كبير جدًا جدًا من التصادمات،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q246,ماذا ورد في هذا الموضع من النص؟,"ولا كأنه بيلعب ""ثبّت صنم""!",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q247,ما الجملة المذكورة في هذا السياق؟,بيقدّر هذه الرحلة تقريبًا بـ5000 سنة،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q248,كيف صيغت العبارة هنا؟,المدة ممكن توصل لـ52 ألف سنة.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q249,ما الذي قيل في هذا الجزء؟,اللي كنا بنشوفها في عالم ميكانيكا الكم،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q250,ما النص الحرفي المذكور في هذه الفقرة؟,عن جهل بميكانيكا الحركة،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q251,ماذا ورد في هذا الموضع من النص؟,متغلغلة في نسيج الطبيعة نفسها،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q252,ما الجملة المذكورة في هذا السياق؟,مش عشان احنا جاهلين،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q253,كيف صيغت العبارة هنا؟,في ظاهر حركة المادة،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q254,ما الذي قيل في هذا الجزء؟,عشوائي ولا يمكن توقعه،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q255,ما النص الحرفي المذكور في هذه الفقرة؟,مستحيل معرفة حركة الإلكترون،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q256,ماذا ورد في هذا الموضع من النص؟,مكانه وسرعته في نفس اللحظة،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q257,ما الجملة المذكورة في هذا السياق؟,بنستخدم الضوء عشان نشوفه،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q258,كيف صيغت العبارة هنا؟,بيتزق وبيغيّر سرعته،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q259,ما الذي قيل في هذا الجزء؟,بتأثّر على حركة الإلكترون.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q260,ما النص الحرفي المذكور في هذه الفقرة؟,دي مش مشكلة في الفيزيا،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q261,ماذا ورد في هذا الموضع من النص؟,ليست مشكلة أدوات قياس،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q262,ما الجملة المذكورة في هذا السياق؟,إن الطبيعة Fundamentally,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q263,كيف صيغت العبارة هنا؟,ما عندهوش مكان وسرعة في نفس اللحظة،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q264,ما الذي قيل في هذا الجزء؟,أصبحنا جزء من اللعبة.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q265,ما النص الحرفي المذكور في هذه الفقرة؟,يلّا، يطلّعوا Visa.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q266,ماذا ورد في هذا الموضع من النص؟,بوابة الكوانتم، بوابة رقم 6،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q267,ما الجملة المذكورة في هذا السياق؟,بتقول إن الحركة بتولّد حرارة؟,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q268,كيف صيغت العبارة هنا؟,هتثبت على الآخر،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q269,ما الذي قيل في هذا الجزء؟,"ولكن، للأسف، لا يوجد ""نوبل""!",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q270,ما النص الحرفي المذكور في هذه الفقرة؟,بس اللي انت اكتشفته دا مش اكتشاف!,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q271,ماذا ورد في هذا الموضع من النص؟,"""إيه دا؟! سكت! ادّوله سلام.""",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q272,ما الجملة المذكورة في هذا السياق؟,العوار في نظريتك.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q273,كيف صيغت العبارة هنا؟,الفيزيائيين كانوا بيقولوا,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q274,ما الذي قيل في هذا الجزء؟,لدرجة حرارة قريبة جدًا للصفر المطلق،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q275,ما النص الحرفي المذكور في هذه الفقرة؟,ما وصلوش للصفر المطلق،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q276,ماذا ورد في هذا الموضع من النص؟,"عاملة زي ""أحمد بدير"" كدا،",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q277,ما الجملة المذكورة في هذا السياق؟,ما تجيبش سيرته!,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q278,كيف صيغت العبارة هنا؟,بقت عبارة عن موجة احتمالية،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q279,ما الذي قيل في هذا الجزء؟,احنا ما نعرفش!,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q280,ما النص الحرفي المذكور في هذه الفقرة؟,حوالين النواة زي الكواكب،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q281,ماذا ورد في هذا الموضع من النص؟,"بالمثل الأشهر ""قطة (شرودنجر)""،",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q282,ما الجملة المذكورة في هذا السياق؟,قبل بقى ما تفتح عليها الصندوق،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q283,كيف صيغت العبارة هنا؟,كل الاحتمالات موجودة.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q284,ما الذي قيل في هذا الجزء؟,وصلت للخيال العلمي،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q285,ما النص الحرفي المذكور في هذه الفقرة؟,إنه يبقى موجود الناحية التانية,Easy
