video_id,video_title,question_id,question,answer,difficulty
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q151,ماذا ورد في هذا الموضع من النص؟,أي نوع من أنواع الحركة،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q152,ما الجملة المذكورة في هذا السياق؟,بتستهلك طاقة ميكانيكية للدفع،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q153,كيف صيغت العبارة هنا؟,والشمس، الله ينوّر، اللي شغالة دي.,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q154,ما الذي قيل في هذا الجزء؟,في النُص الأول في القرن الـ20،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q155,ما النص الحرفي المذكور في هذه الفقرة؟,"ونسبية ""آينشتاين"" وغيره وغيره،",Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q156,ماذا ورد في هذا الموضع من النص؟,فرضية الموت الحراري،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q157,ما الجملة المذكورة في هذا السياق؟,غالبًا كان له بداية،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q158,كيف صيغت العبارة هنا؟,في النُص التاني من القرن الـ20،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q159,ما الذي قيل في هذا الجزء؟,"زي ما ""هابل"" أثبت،",Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q160,ما النص الحرفي المذكور في هذه الفقرة؟,احتمال تنخفض مع الزمن.,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q161,ماذا ورد في هذا الموضع من النص؟,اسمها الـBig Crunch،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q162,ما الجملة المذكورة في هذا السياق؟,هيبدأ مع الوقت يقلّ تدريجيًا،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q163,كيف صيغت العبارة هنا؟,بنسمع عنها، اسمها الجاذبية،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q164,ما الذي قيل في هذا الجزء؟,عملية اتساع الكون بتبدأ تنعكس،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q165,ما النص الحرفي المذكور في هذه الفقرة؟,والمجرات تبدأ تتصادم وتخُش في بعضها،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q166,ماذا ورد في هذا الموضع من النص؟,هتبدأ المجرات تتضغّط تحت هذا التصادم،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q167,ما الجملة المذكورة في هذا السياق؟,تعملّنا طاقة مهولة،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q168,كيف صيغت العبارة هنا؟,هنرجع نبتدي الكلام دا كله من الأول تاني؟!,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q169,ما الذي قيل في هذا الجزء؟,إن المجتمع العلمي لسنين,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q170,ما النص الحرفي المذكور في هذه الفقرة؟,وكأنها حركة مقذوف، projectile،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q171,ماذا ورد في هذا الموضع من النص؟,وبعدين، ابتدا ينزل، ينزل، ينزل، ينزل... كدا.,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q172,ما الجملة المذكورة في هذا السياق؟,وهما بيدرسوا انفجار Supernova،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q173,كيف صيغت العبارة هنا؟,"مش بس كانت بتتحرك للخارج، بعيدًا عن ""الأرض""،",Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q174,ما الذي قيل في هذا الجزء؟,اللي بتنتمي ليها هذه الـSupernova,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q175,ما النص الحرفي المذكور في هذه الفقرة؟,أصحاب فرضية الـBig Crunch،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q176,ماذا ورد في هذا الموضع من النص؟,إن الكون عمّالة كمان سرعته تزيد في التوسُّع؟,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q177,ما الجملة المذكورة في هذا السياق؟,اتكلمت عن الموضوع دا قبل كدا،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q178,كيف صيغت العبارة هنا؟,إن هُناك قوة مجهولة في الكون,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q179,ما الذي قيل في هذا الجزء؟,ونثبت وجودها في الكون،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q180,ما النص الحرفي المذكور في هذه الفقرة؟,ولّا ممكن تتزايد بعدين؟,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q181,ماذا ورد في هذا الموضع من النص؟,هتتزايد معاها سرعة اتساع الكون جدًا،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q182,ما الجملة المذكورة في هذا السياق؟,يحصل انقطاع في نسيج الكون،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q183,كيف صيغت العبارة هنا؟,يبقى حِجرُه زي البنطلون!,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q184,ما الذي قيل في هذا الجزء؟,صُباع رجله الكبير طالع كداهو!,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q185,ما النص الحرفي المذكور في هذه الفقرة؟,بتغيّر قُدرتها مع الوقت بين الزيادة والنقصان،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q186,ماذا ورد في هذا الموضع من النص؟,بتفضل أقوى فرضية علمية حتى الآن،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q187,ما الجملة المذكورة في هذا السياق؟,"ككائنات حية على كوكب ""الأرض""،",Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q188,كيف صيغت العبارة هنا؟,نجم من النجوم متوسطة الحجم،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q189,ما الذي قيل في هذا الجزء؟,والكواكب اللي بتدور حواليه،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q190,ما النص الحرفي المذكور في هذه الفقرة؟,مَصدَر مستقرّ من الطاقة،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q191,ماذا ورد في هذا الموضع من النص؟,بيصدّر الطاقة اللي احنا محتاجينها,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q192,ما الجملة المذكورة في هذا السياق؟,اللي بيبدأ واحدة واحدة يتراكم، يتراكم، يتراكم,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q193,كيف صيغت العبارة هنا؟,في عملية الاحتراق دي.,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q194,ما الذي قيل في هذا الجزء؟,تحرق في نفسها، وتعبّي،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q195,ما النص الحرفي المذكور في هذه الفقرة؟,حرامي، جسم بارد متلّج،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q196,ماذا ورد في هذا الموضع من النص؟,اللي هو: الله! القمر! نور القمر!,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q197,ما الجملة المذكورة في هذا السياق؟,بتزداد شدة احتراق قالب الشمس،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q198,كيف صيغت العبارة هنا؟,إلا إنه خطير جدًا،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q199,ما الذي قيل في هذا الجزء؟,هيزيد بشكل مهول،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q200,ما النص الحرفي المذكور في هذه الفقرة؟,اللي بيحمي الكوكب بتاعنا يتآكل،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q201,ماذا ورد في هذا الموضع من النص؟,في طبقات الهوا المرتفعة،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q202,ما الجملة المذكورة في هذا السياق؟,هنشوف تأثير الـGreenhouse Gases،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q203,كيف صيغت العبارة هنا؟,درجة حرارة الكوكب،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q204,ما الذي قيل في هذا الجزء؟,في الطبقات العليا من الغلاف الجوي،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q205,ما النص الحرفي المذكور في هذه الفقرة؟,لذرّات هيدروجين وأكسجين،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q206,ماذا ورد في هذا الموضع من النص؟,برة غلاف الكوكب تمامًا،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q207,ما الجملة المذكورة في هذا السياق؟,هيبقى كوكبنا صحراء جرداء،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q208,كيف صيغت العبارة هنا؟,القابلة للسكن في المجموعة الشمسية،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q209,ما الذي قيل في هذا الجزء؟,"انساها يا كوكب ""الأرض""!",Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q210,ما النص الحرفي المذكور في هذه الفقرة؟,هتبقى حدوده هي المنطقة القابلة للسكن.,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q211,ماذا ورد في هذا الموضع من النص؟,"أنا افتكرت إن احنا وصلنا لآخر الخط!""",Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q212,ما الجملة المذكورة في هذا السياق؟,أنا عارف، دا خبر حزين يعني،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q213,كيف صيغت العبارة هنا؟,من احتراق الكوكب بتاعنا،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q214,ما الذي قيل في هذا الجزء؟,هتعيش آخر أيام عُمرها،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q215,ما النص الحرفي المذكور في هذه الفقرة؟,هتبدأ تبقى منخفضة شوية.,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q216,ماذا ورد في هذا الموضع من النص؟,إن احتراق الهيدروجين بينتُج عنه طاقة وهيليوم؟,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q217,ما الجملة المذكورة في هذا السياق؟,كل الهيدروجين اللي في قلبها وحوّلته لهيليوم،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q218,كيف صيغت العبارة هنا؟,زي كل الأجسام في الكون،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q219,ما الذي قيل في هذا الجزء؟,اللي هو هيبقى تقريبًا عُمر الشمس،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q220,ما النص الحرفي المذكور في هذه الفقرة؟,عشان تمنع من انهيار القلب،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q221,ماذا ورد في هذا الموضع من النص؟,هيخلّيها تبتلع كل الكواكب اللي في طريقها،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q222,ما الجملة المذكورة في هذا السياق؟,وهكذا وهكذا.,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q223,كيف صيغت العبارة هنا؟,"في طريقها لغاية ""المريخ""،",Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q224,ما الذي قيل في هذا الجزء؟,اللي كانت بتحرقه من قلبها تمامًا،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q225,ما النص الحرفي المذكور في هذه الفقرة؟,تسحب هيليوم متراكم،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q226,ماذا ورد في هذا الموضع من النص؟,من أجزاء من جسم الشمس نفسه،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q227,ما الجملة المذكورة في هذا السياق؟,وتكبر، تتضخم تاني،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q228,كيف صيغت العبارة هنا؟,تنفجر الانفجار الأكبر،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q229,ما الذي قيل في هذا الجزء؟,درجة حرارة قلبها 100 ألف كلفن،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q230,ما النص الحرفي المذكور في هذه الفقرة؟,زي الكربون والأكسجين،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q231,ماذا ورد في هذا الموضع من النص؟,هيحوّل الشمس بتاعتنا إلى قزم أبيض،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q232,ما الجملة المذكورة في هذا السياق؟,وكأنه شاهد قبر،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q233,كيف صيغت العبارة هنا؟,"على قصة نهاية المجرة، ""درب التبانة"".",Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q234,ما الذي قيل في هذا الجزء؟,"اللي عمّك ""هابل"" اكتشفه،",Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q235,ما النص الحرفي المذكور في هذه الفقرة؟,"اسمها مجرة ""أندروميدا""؟",Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q236,ماذا ورد في هذا الموضع من النص؟,من مكاننا الحالي في الفضاء،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q237,ما الجملة المذكورة في هذا السياق؟,بسرعة 110 كيلومتر في الثانية،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q238,كيف صيغت العبارة هنا؟,"اوعى، يا (أبو حميد)، تكون بتتحرك ناحيتنا!""",Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q239,ما الذي قيل في هذا الجزء؟,"في اتجاه ""درب التبانة"".",Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q240,ما النص الحرفي المذكور في هذه الفقرة؟,من سنة 2000 لـ2010،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q241,ماذا ورد في هذا الموضع من النص؟,"في مجرة ""أندروميدا""،",Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q242,ما الجملة المذكورة في هذا السياق؟,"بيننا وبين ""أندروميدا""،",Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q243,كيف صيغت العبارة هنا؟,بأقرب دِقة ممكنة،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q244,ما الذي قيل في هذا الجزء؟,"تصطدم بـ""أندروميدا"".",Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q245,ما النص الحرفي المذكور في هذه الفقرة؟,نجيبلها توكيل منين دي؟!,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q246,ماذا ورد في هذا الموضع من النص؟,هل هناك تأمين على المجرات،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q247,ما الجملة المذكورة في هذا السياق؟,"اللي هتتخبط دلوقتي!""",Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q248,كيف صيغت العبارة هنا؟,لسة قُدّامه وقت،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q249,ما الذي قيل في هذا الجزء؟,"كام 10 مليار سنة بس؟!""",Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q250,ما النص الحرفي المذكور في هذه الفقرة؟,"مجرة ""أندروميدا"" في السما دلوقتي،",Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q251,ماذا ورد في هذا الموضع من النص؟,هنبدأ نشوفها أوضح أكتر وأكتر،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q252,ما الجملة المذكورة في هذا السياق؟,هيحصل الصدام الأول،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q253,كيف صيغت العبارة هنا؟,من غير أي تأثير يُذكر،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q254,ما الذي قيل في هذا الجزء؟,"بيرقصوا رقصة ""فلامنجو"" في الفضاء.",Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q255,ما النص الحرفي المذكور في هذه الفقرة؟,هيرجعوا يصطدموا مرة تانية،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q256,ماذا ورد في هذا الموضع من النص؟,من مركز كل مجرة منهم،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q257,ما الجملة المذكورة في هذا السياق؟,يقوموا عاملينلنا ثقب أسود عملاق،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q258,كيف صيغت العبارة هنا؟,كمان كام مليار سنة كدا،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q259,ما الذي قيل في هذا الجزء؟,"هيبقى عامل ازاي؟""",Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q260,ما النص الحرفي المذكور في هذه الفقرة؟,بعد ما تحولت إلى عملاق أحمر،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q261,ماذا ورد في هذا الموضع من النص؟,في مجموعتنا الشمسية،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q262,ما الجملة المذكورة في هذا السياق؟,لا يتأثر بعملية الاندماج،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q263,كيف صيغت العبارة هنا؟,كبيرة جدًا جدًا جدًا.,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q264,ما الذي قيل في هذا الجزء؟,مواضع المسافات دي، عشان شكلك مش مستوعب،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q265,ما النص الحرفي المذكور في هذه الفقرة؟,حَبة بسِلّة،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q266,ماذا ورد في هذا الموضع من النص؟,وحبة البسِلّة في مكان تاني،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q267,ما الجملة المذكورة في هذا السياق؟,في الغلاف الخارجي من المجرة الجديدة،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q268,كيف صيغت العبارة هنا؟,إنه، إن شاء الله، بشوية حظ،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q269,ما الذي قيل في هذا الجزء؟,آخر أيام الشمس، وآخر أيام المجرة!,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q270,ما النص الحرفي المذكور في هذه الفقرة؟,الموت الحراري،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q271,ماذا ورد في هذا الموضع من النص؟,بيعتمد في وجوده على الطاقة،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q272,ما الجملة المذكورة في هذا السياق؟,الـKinetic Energy،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q273,كيف صيغت العبارة هنا؟,الـPotential Energy.,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q274,ما الذي قيل في هذا الجزء؟,يوصل لمحلة الـMaximum Entropy،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q275,ما النص الحرفي المذكور في هذه الفقرة؟,هيحصل خلال فترة موت النجوم،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q276,ماذا ورد في هذا الموضع من النص؟,بعد 100 مليون سنة من دلوقتي،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q277,ما الجملة المذكورة في هذا السياق؟,على النجوم في الكون،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q278,كيف صيغت العبارة هنا؟,زي ما حكيتلك مع الشمس،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q279,ما الذي قيل في هذا الجزء؟,هتتحول إلى أقزام سوداء شديدة الكثافة،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q280,ما النص الحرفي المذكور في هذه الفقرة؟,وهي بتختفي من سماء كوكبنا واحد ورا التاني،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q281,ماذا ورد في هذا الموضع من النص؟,من أي مكان على الكوكب،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q282,ما الجملة المذكورة في هذا السياق؟,من أبعد أماكن في الكون،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q283,كيف صيغت العبارة هنا؟,وبعد 1000 تريليون سنة، أو كوادريليون سنة،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q284,ما الذي قيل في هذا الجزء؟,"عالِم الفيزياء النظرية ""فريمان دايسون""،",Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q285,ما النص الحرفي المذكور في هذه الفقرة؟,من كواكب المجرات في الفضاء،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q286,ماذا ورد في هذا الموضع من النص؟,أو مجموعة تنتمي ليها،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q287,ما الجملة المذكورة في هذا السياق؟,هتبدأ تتناثر بشكل عشوائي في الفراغ،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q288,كيف صيغت العبارة هنا؟,هتبدأ تنجذب لمراكز المجرات،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q289,ما الذي قيل في هذا الجزء؟,تبدأ تبلعها أكتر وأكتر،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q290,ما النص الحرفي المذكور في هذه الفقرة؟,بتبدأ تحصل حاجات عجيبة جدًا،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q291,ماذا ورد في هذا الموضع من النص؟,إلى أقزام سوداء.,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q292,ما الجملة المذكورة في هذا السياق؟,في ذرّة أي جسم،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q293,كيف صيغت العبارة هنا؟,باسم الـStandard Model,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q294,ما الذي قيل في هذا الجزء؟,طبيعة الجُسيمات اللي تحت ذرّية،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q295,ما النص الحرفي المذكور في هذه الفقرة؟,في الظروف العادية،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q296,ماذا ورد في هذا الموضع من النص؟,"قاعدين في ظروف عادية، اوعى تتحلل!""",Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q297,ما الجملة المذكورة في هذا السياق؟,إلى 10 دوتشيليون سنة،,Easy
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q298,كيف صيغت العبارة هنا؟,كل حاجة،,Medium
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,0urc3PabvOs_Q299,ما الذي قيل في هذا الجزء؟,هيتحلل هو كمان.,Easy
