video_id,video_title,question_id,question,answer,difficulty
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q001,ماذا ورد في هذا الموضع من النص؟,"أنا ""هَنا""، في خدمة سموّك.",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q161,ماذا ورد في هذا الموضع من النص؟,برأي الراجل دا وبيسمع منه.,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q162,ما الجملة المذكورة في هذا السياق؟,"وحليفه ""النعمان بن المنذر""",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q163,كيف صيغت العبارة هنا؟,"يستدعي أولاد ""المنذر"" العشرة كلهم،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q164,ما الذي قيل في هذا الجزء؟,"يمسك مكان بابا، ويقتل إخواته. هه!""",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q165,ما النص الحرفي المذكور في هذه الفقرة؟,"على عرش ""الحيرة""،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q166,ماذا ورد في هذا الموضع من النص؟,(إنترفيوهات) شخصية،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q167,ما الجملة المذكورة في هذا السياق؟,هنقعد كل واحد ياكل بالشوكة والسكينة.,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q168,كيف صيغت العبارة هنا؟,هتقولوا: آه، طبعًا، أيوة، فخامتك.,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q169,ما الذي قيل في هذا الجزء؟,ذاكروا كويس، واحفظوا الرد،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q170,ما النص الحرفي المذكور في هذه الفقرة؟,هتحاربوا بالنيابة عني؟,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q171,ماذا ورد في هذا الموضع من النص؟,ما الراجل طيب أهو وبينصح الإخوات،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q172,ما الجملة المذكورة في هذا السياق؟,"راح لـ""النعمان"" حليفه وصاحبه،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q173,كيف صيغت العبارة هنا؟,عشان كسرى بيحب الرجالة العملية الخفيفة،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q174,ما الذي قيل في هذا الجزء؟,ودايمًا وراهم حرب،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q175,ما النص الحرفي المذكور في هذه الفقرة؟,لو إخواتك اتمردوا عليا، هتعمل إيه؟,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q176,ماذا ورد في هذا الموضع من النص؟,على العيال إخواتي دي،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q177,ما الجملة المذكورة في هذا السياق؟,"يُعجب جدًا بـ""النعمان"" عن بقية إخواته،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q178,كيف صيغت العبارة هنا؟,"في حُكم ""الحيرة""،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q179,ما الذي قيل في هذا الجزء؟,"حلفاء ""أسوَد بن المنذر""",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q180,ما النص الحرفي المذكور في هذه الفقرة؟,ما يعلمش بيها إلا ربنا،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q181,ماذا ورد في هذا الموضع من النص؟,"اسمه ""عُدي بن مرينا""،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q182,ما الجملة المذكورة في هذا السياق؟,"بقى عنده ""منذر""، بابا،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q183,كيف صيغت العبارة هنا؟,ونربي الواد دا وسطينا،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q184,ما الذي قيل في هذا الجزء؟,"أمير هامشي وسط المناذرة!""",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q185,ما النص الحرفي المذكور في هذه الفقرة؟,سلسلة من الأحداث هتولّع الدنيا،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q186,ماذا ورد في هذا الموضع من النص؟,"اللي ساعد في اختيار ""النعمان"".",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q187,ما الجملة المذكورة في هذا السياق؟,"هينتقم منه ازاي؟ بالحرب؟""",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q188,كيف صيغت العبارة هنا؟,"هنبدأ نلعب عند بلاط ""النعمان""،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q189,ما الذي قيل في هذا الجزء؟,"وجه دائم موجود في قصر ""الحيرة""،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q190,ما النص الحرفي المذكور في هذه الفقرة؟,"على الملك ""النعمان"" وحاشيته،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q191,ماذا ورد في هذا الموضع من النص؟,وساعده في أي حاجة هو محتاجها،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q192,ما الجملة المذكورة في هذا السياق؟,عينينا، خُد سلاح.,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q193,كيف صيغت العبارة هنا؟,يعمل Conspiracy، مؤامرة،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q194,ما الذي قيل في هذا الجزء؟,"و""عُدي بن زيد"".",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q195,ما النص الحرفي المذكور في هذه الفقرة؟,"ازاي بدأ ""ابن مرينا""",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q196,ماذا ورد في هذا الموضع من النص؟,"""عُدي بن زيد"" عند ""النعمان""،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q197,ما الجملة المذكورة في هذا السياق؟,"""بس الراجل كدا فيه شوية مكر وخديعة،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q198,كيف صيغت العبارة هنا؟,"ظبّط مع رجالته في بلاط ""النعمان""",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q199,ما الذي قيل في هذا الجزء؟,إن هو اللي مسّك الملك (النعمان) على (الحيرة).,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q200,ما النص الحرفي المذكور في هذه الفقرة؟,أنا اللي جبت (النعمان)، أنا اللي عملته،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q201,ماذا ورد في هذا الموضع من النص؟,من ناحية على الملك،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q202,ما الجملة المذكورة في هذا السياق؟,ويدلّع فيه وياخده معاه رحلات،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q203,كيف صيغت العبارة هنا؟,"ما بيدخلش أوي على ""النعمان""،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q204,ما الذي قيل في هذا الجزء؟,في الامتحان قُدّام كسرى،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q205,ما النص الحرفي المذكور في هذه الفقرة؟,إن كل ألاعيبه دي مش شغالة،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q206,ماذا ورد في هذا الموضع من النص؟,التوقيع بين اتنين، التدليس،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q207,ما الجملة المذكورة في هذا السياق؟,"فيها توقيع ""عُدي بن زيد"" بيشتم المَلِك،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q208,كيف صيغت العبارة هنا؟,عشان يشوف شتيمته بعينيه.,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q209,ما الذي قيل في هذا الجزء؟,"في قلب ""النعمان"" تجاه ""عُدي"".",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q210,ما النص الحرفي المذكور في هذه الفقرة؟,"بعت يستدعي ""عُدي بن زيد""،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q211,ماذا ورد في هذا الموضع من النص؟,برسالة تبدو بريئة،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q212,ما الجملة المذكورة في هذا السياق؟,"ما تيجي نطلع رحلة صيد سوا زي زمان.""",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q213,كيف صيغت العبارة هنا؟,ما كانش عارف إن هو راح للمصيدة!,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q214,ما الذي قيل في هذا الجزء؟,"وبيترمي في السجن بأوامر من ""النعمان""،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q215,ما النص الحرفي المذكور في هذه الفقرة؟,"بدأ ""عُدي"" يبعت رسايل",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q216,ماذا ورد في هذا الموضع من النص؟,"""ابن مرينا"" كان اتمكن من ""النعمان""،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q217,ما الجملة المذكورة في هذا السياق؟,يبعت بيها رسالة استغاثة،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q218,كيف صيغت العبارة هنا؟,على كسرى يستنجد بيه،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q219,ما الذي قيل في هذا الجزء؟,"مع أخو ""عُدي"".",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q220,ما النص الحرفي المذكور في هذه الفقرة؟,"وطلع جري على ""الحيرة""،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q221,ماذا ورد في هذا الموضع من النص؟,"ما بيقومش رايح لـ""النعمان"" على طول،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q222,ما الجملة المذكورة في هذا السياق؟,اللي أول ما شافوا الختم الإمبراطوري،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q223,كيف صيغت العبارة هنا؟,وراحوا أوام مدخّلينه زيارة لأخوه،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q224,ما الذي قيل في هذا الجزء؟,قام مبشّر أخوه وقام قايلّه:,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q225,ما النص الحرفي المذكور في هذه الفقرة؟,"قضّى وقت كبير جدًا مع ""النعمان""،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q226,ماذا ورد في هذا الموضع من النص؟,إنه يفضل قاعد معاه في الزنزانة،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q227,ما الجملة المذكورة في هذا السياق؟,لو سيبتني لوحدي،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q228,كيف صيغت العبارة هنا؟,قبل ما يوصلّه المرسوم.,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q229,ما الذي قيل في هذا الجزء؟,"""إيه دا؟! إيه دا؟! انت قتلت الراجل؟!""",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q230,ما النص الحرفي المذكور في هذه الفقرة؟,كنت أنا قتلته وخلصت للأسف!,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q231,ماذا ورد في هذا الموضع من النص؟,"نعوّض في اللي بعده.""",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q232,ما الجملة المذكورة في هذا السياق؟,"إن الأخ  طمّن ""عُدي""، قام قايلّه: ""ما تخافش،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q233,كيف صيغت العبارة هنا؟,وبالفعل، بيروح القصر،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q234,ما الذي قيل في هذا الجزء؟,"""شُفت أنا كان عندي حق ازاي؟""",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q235,ما النص الحرفي المذكور في هذه الفقرة؟,"بيدخل على ""النعمان"" في قصره ويوريه الجواب،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q236,ماذا ورد في هذا الموضع من النص؟,"""ازاي؟! أنا كنت لسة معاه الصبح!",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q237,ما الجملة المذكورة في هذا السياق؟,"""النعمان"" قام مسك عليه غلطة،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q238,كيف صيغت العبارة هنا؟,كان ممكن تنقذ أخوك!,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q239,ما الذي قيل في هذا الجزء؟,إن انت رُحت لأخوك على السجن,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q240,ما النص الحرفي المذكور في هذه الفقرة؟,"إن هو يلجّم أخو ""عُدي""،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q241,ماذا ورد في هذا الموضع من النص؟,"أخو ""عُدي"" بيرجع لـ""فارس""،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q242,ما الجملة المذكورة في هذا السياق؟,"أد إيه ""عُدي"" يبدو إنه اتظلم،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q243,كيف صيغت العبارة هنا؟,من الراجل (ابن مرينا) دا!,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q244,ما الذي قيل في هذا الجزء؟,وإنه سلّم ودنه للناس،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q245,ما النص الحرفي المذكور في هذه الفقرة؟,"من أولاد ""عُدي بن زيد""، اسمه ""زيد""،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q246,ماذا ورد في هذا الموضع من النص؟,واستخدام القوس والرمح،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q247,ما الجملة المذكورة في هذا السياق؟,بدأ يحب الولد ويهتم بيه أكتر،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q248,كيف صيغت العبارة هنا؟,"""الولد دا ممكن جدًا، سهل، يسدّ مكان أبوه،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q249,ما الذي قيل في هذا الجزء؟,عمل معاه زمان،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q250,ما النص الحرفي المذكور في هذه الفقرة؟,في خدمة كسرى،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q251,ماذا ورد في هذا الموضع من النص؟,وفي الترقي العسكري قوي، قوي قوي!,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q252,ما الجملة المذكورة في هذا السياق؟,"ووصّى عليا كسرى.""",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q253,كيف صيغت العبارة هنا؟,"كان تحت رعاية ""النعمان""،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q254,ما الذي قيل في هذا الجزء؟,"إن ""(مستر نعمان) دا مش بيعمل فيا لله وللوطن،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q255,ما النص الحرفي المذكور في هذه الفقرة؟,واتوسّط له عند كسرى.,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q256,ماذا ورد في هذا الموضع من النص؟,ويدخل في يوم من الأيام على كسرى،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q257,ما الجملة المذكورة في هذا السياق؟,كان وقتها بيحط الموازنة العامة للإمبراطورية،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q258,كيف صيغت العبارة هنا؟,كان عايز يتجوز.,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q259,ما الذي قيل في هذا الجزء؟,كُتيّب مَلَكي متوارث,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q260,ما النص الحرفي المذكور في هذه الفقرة؟,للصفات في الكُتَيّب،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q261,ماذا ورد في هذا الموضع من النص؟,"بيؤمر بكتابة رسالة لـ""النعمان""،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q262,ما الجملة المذكورة في هذا السياق؟,وبعت معاه واحد من مساعديه،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q263,كيف صيغت العبارة هنا؟,"واضح إن هما هيتجوزوا، ويوحدوا القُطرين.""",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q264,ما الذي قيل في هذا الجزء؟,"هتبقى بمثابة قتل دوق ""النمسا""،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q265,ما النص الحرفي المذكور في هذه الفقرة؟,"بين إمبراطورية ""فارس"" والعرب،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q266,ماذا ورد في هذا الموضع من النص؟,"حرب ""ذي قار"".",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q267,ما الجملة المذكورة في هذا السياق؟,"في حضرة ""النعمان""،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q268,كيف صيغت العبارة هنا؟,زوجة من عندكم، من أهلكم،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q269,ما الذي قيل في هذا الجزء؟,"المواصفات التالية في هذه الورقة.""",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q270,ما النص الحرفي المذكور في هذه الفقرة؟,"في كتاب ""أيام العرب في الجاهلية""،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q271,ماذا ورد في هذا الموضع من النص؟,وبيسرد علينا كل أحلام كسرى،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q272,ما الجملة المذكورة في هذا السياق؟,لأني أقسم بالله ما أعرف!,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q273,كيف صيغت العبارة هنا؟,مش هتعرف إنها ضخمة المُشاش!,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q274,ما الذي قيل في هذا الجزء؟,يقرا القايمة المنيلة بـ60 نيلة دي،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q275,ما النص الحرفي المذكور في هذه الفقرة؟,Objectification للمرأة،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q276,ماذا ورد في هذا الموضع من النص؟,"""النعمان"" بيرُد بعصبية وبيقول...",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q277,ما الجملة المذكورة في هذا السياق؟,وجميلات السينما الإيرانية،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q278,كيف صيغت العبارة هنا؟,ما شافش بنت بالمواصفات دي؟!,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q279,ما الذي قيل في هذا الجزء؟,"لـ""زيد"" إن هو يضرب ضربته،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q280,ما النص الحرفي المذكور في هذه الفقرة؟,بيتكلم عربي نُص نُص،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q281,ماذا ورد في هذا الموضع من النص؟,"يعني ""البقر"".",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q282,ما الجملة المذكورة في هذا السياق؟,"زي ما ""زيد"" كان عايزه يفهمه بالظبط،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q283,كيف صيغت العبارة هنا؟,إن كسرى يتجوز من عنده.,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q284,ما الذي قيل في هذا الجزء؟,بقرة في الزريبة اللي عنده،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q285,ما النص الحرفي المذكور في هذه الفقرة؟,"وجاي يتجوز عند ""النعمان""؟!",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q286,ماذا ورد في هذا الموضع من النص؟,الواد دا بيلبّخ، أنا عارف!,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q287,ما الجملة المذكورة في هذا السياق؟,اللي اتربى في قصره،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q288,كيف صيغت العبارة هنا؟,"دا انت جيتلي! دا انت سلّمتني نفسك!""",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q289,ما الذي قيل في هذا الجزء؟,ومعاه المرافق الفارسي لكسرى،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q290,ما النص الحرفي المذكور في هذه الفقرة؟,"يحب يحكي الأحداث، لأني مش فاكر أوي، اتفضل.""",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q291,ماذا ورد في هذا الموضع من النص؟,"وجاي يبص على اللي عندنا؟!""",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q292,ما الجملة المذكورة في هذا السياق؟,دا اللي بيثير خوفي من التاريخ،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q293,كيف صيغت العبارة هنا؟,شوية Ego واعتزاز بالذات وغرور،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q294,ما الذي قيل في هذا الجزء؟,شوية Empathy أد كداهو،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q295,ما النص الحرفي المذكور في هذه الفقرة؟,الناس اللي قُدّامنا بتفكر ازاي،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q296,ماذا ورد في هذا الموضع من النص؟,كسرى في عمليته الانتقامية،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q297,ما الجملة المذكورة في هذا السياق؟,"عشان يحسس ""النعمان"" بالأمان،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q298,كيف صيغت العبارة هنا؟,"والجواز قسمة ونصيب، عادي يعني.""",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q299,ما الذي قيل في هذا الجزء؟,"إلا إن ""النعمان"" كان فهم اللي فيها،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q300,ما النص الحرفي المذكور في هذه الفقرة؟,اللي في المستقبل دي ولّا إيه؟!,Medium
