video_id,video_title,question_id,question,answer,difficulty
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q001,ماذا ورد في هذا الموضع من النص؟,- يا سلام! وإيه بقى اللي حصل؟,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q155,ما النص الحرفي المذكور في هذه الفقرة؟,"إدارة ""أيزنهاور""، إدارة ""نيكسون""،",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q156,ماذا ورد في هذا الموضع من النص؟,هتغيّر السباق كله لصالحه.,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q157,ما الجملة المذكورة في هذا السياق؟,من آخر مكان تتوقعه آنذاك،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q158,كيف صيغت العبارة هنا؟,"على أول مناظرة رئاسية في تاريخ ""أمريكا""،",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q159,ما الذي قيل في هذا الجزء؟,وباين عليه الإراهق،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q160,ما النص الحرفي المذكور في هذه الفقرة؟,خلّى ملايين الأمريكان يحسموا اختيارهم،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q161,ماذا ورد في هذا الموضع من النص؟,كانت قبل الانتخابات بأسبوعين،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q162,ما الجملة المذكورة في هذا السياق؟,من غير تهمة حقيقية،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q163,كيف صيغت العبارة هنا؟,"وبيقولوله: ""انت عملت خرق لشروط الإفراج،",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q164,ما الذي قيل في هذا الجزء؟,"مش تروح تخربها في المرور!""",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q165,ما النص الحرفي المذكور في هذه الفقرة؟,راح حاكم عليه بـ4 شهور سجن،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q166,ماذا ورد في هذا الموضع من النص؟,خرجت عشان تطلب المساعدة،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q167,ما الجملة المذكورة في هذا السياق؟,"لـ""مارتن لوثر كينج"".",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q168,كيف صيغت العبارة هنا؟,قرر إنه ياخد موقف إيجابي،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q169,ما الذي قيل في هذا الجزء؟,"من وضعك ووضع الدكتور (كينج)، جوزك.""",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q170,ما النص الحرفي المذكور في هذه الفقرة؟,"ويساعد ""مارتن لوثر كينج""،",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q171,ماذا ورد في هذا الموضع من النص؟,"و""شكرًا يا عم (جون كينيدي).""",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q172,ما الجملة المذكورة في هذا السياق؟,"بيصوتوا لـ""جون إف. كينيدي""،",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q173,كيف صيغت العبارة هنا؟,"على اللي بيحصل في ""إلينوي""،",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q174,ما الذي قيل في هذا الجزء؟,"اللي كان ناوي يدّي صوته لـ""نيكسون""،",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q175,ما النص الحرفي المذكور في هذه الفقرة؟,والآن أعرف مَن هو رئيسي.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q176,ماذا ورد في هذا الموضع من النص؟,اعترف بعدها بسنتين،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q177,ما الجملة المذكورة في هذا السياق؟,إن هُما يغيّروا نتيجة الانتخابات.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q178,كيف صيغت العبارة هنا؟,"تُعرف باسم ""الآفاق الجديدة""،",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q179,ما الذي قيل في هذا الجزء؟,كانوا اختبارات شديدة الصعوبة،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q180,ما النص الحرفي المذكور في هذه الفقرة؟,"كانت أزمة ""خليج الخنازير"" سنة 1961،",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q181,ماذا ورد في هذا الموضع من النص؟,"إنها تخش ""كوبا"" وتُسقِط ""كاسترو""،",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q182,ما الجملة المذكورة في هذا السياق؟,"شوية قلق داخلي، وهوبا، هيطير!""",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q183,كيف صيغت العبارة هنا؟,وتحولت إلى فضيحة كاملة،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q184,ما الذي قيل في هذا الجزء؟,"و""كينيدي"" طلع يعترف بالفضيحة قُدّام العالم،",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q185,ما النص الحرفي المذكور في هذه الفقرة؟,متعلّم الدرس كويس،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q186,ماذا ورد في هذا الموضع من النص؟,"مش هشتريه أوي!""",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q187,ما الجملة المذكورة في هذا السياق؟,"كان في قمة ""فيينا"" 1961،",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q188,كيف صيغت العبارة هنا؟,"الزعيم السوفييتي ""نيكيتا خورتشوف""،",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q189,ما الذي قيل في هذا الجزء؟,"الراجل دا كان قاعد جنب ""ستالين""،",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q190,ما النص الحرفي المذكور في هذه الفقرة؟,حاسس إن هو شاب، لا مؤاخذة، طري،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q191,ماذا ورد في هذا الموضع من النص؟,"من غير ما أقولّك، يا لا، أنا ما أعرفكش!""",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q192,ما الجملة المذكورة في هذا السياق؟,"""نيكيتا"" هيختبر ""كينيدي"" اختبار تاني،",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q193,كيف صيغت العبارة هنا؟,في المشروع،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q194,ما الذي قيل في هذا الجزء؟,للسلاح النووي كسلاح مُهدِّد،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q195,ما النص الحرفي المذكور في هذه الفقرة؟,على استراتيجيات مرنة،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q196,ماذا ورد في هذا الموضع من النص؟,"""كينيدي"" بيوجّه إنذار صريح،",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q197,ما الجملة المذكورة في هذا السياق؟,إن هو هيسحب الصواريخ،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q198,كيف صيغت العبارة هنا؟,صواريخكم الأمريكية من (تركيا).,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q199,ما الذي قيل في هذا الجزء؟,مش بتهدد الأمن القومي لـ(حلوان)!,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q200,ما النص الحرفي المذكور في هذه الفقرة؟,"حلّق على الوضع الإقليمي!""",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q201,ماذا ورد في هذا الموضع من النص؟,"""كينيدي"" بيقولّه: ""أنا موافق.",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q202,ما الجملة المذكورة في هذا السياق؟,يعني، عشان احنا دولة ديمقراطية،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q203,كيف صيغت العبارة هنا؟,"مش هنقول in public إن دا حصل.""",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q204,ما الذي قيل في هذا الجزء؟,على حافة الفَناء النووي، بتنتهي الأزمة،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q205,ما النص الحرفي المذكور في هذه الفقرة؟,حوّل الأزمة دي لصالحه،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q206,ماذا ورد في هذا الموضع من النص؟,هو اللي أنقذ هذا الكوكب.,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q207,ما الجملة المذكورة في هذا السياق؟,في إن تطفّي الحرب الباردة،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q208,كيف صيغت العبارة هنا؟,اللي والعة في المطبخ عندك جوا؟!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q209,ما الذي قيل في هذا الجزء؟,إن هُما على الأقل ساهموا بشكل كبير,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q210,ما النص الحرفي المذكور في هذه الفقرة؟,الجنوبيين اللي ممكن يبقوا عنصريين شوية،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q211,ماذا ورد في هذا الموضع من النص؟,مش كسبان طرف للآخر!,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q212,ما الجملة المذكورة في هذا السياق؟,في خطوات صغيرة،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q213,كيف صيغت العبارة هنا؟,"بـ""قلعة العنصرية""،",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q214,ما الذي قيل في هذا الجزء؟,كان لقبها bombingham!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q215,ما النص الحرفي المذكور في هذه الفقرة؟,يقود معركة في قلب هذه القلعة،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q216,ماذا ورد في هذا الموضع من النص؟,إن لو العدالة اتحققت في المكان دا،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q217,ما الجملة المذكورة في هذا السياق؟,وشها الحقيقي أمام الكاميرات.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q218,كيف صيغت العبارة هنا؟,لحد ما بنوصل لـ3 مايو 1963،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q219,ما الذي قيل في هذا الجزء؟,خراطيم ميّه قوية جدًا على الناس،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q220,ما النص الحرفي المذكور في هذه الفقرة؟,يطيروا في الهوا!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q221,ماذا ورد في هذا الموضع من النص؟,بتتجمّع حواليه وتنهش في لحمه!,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q222,ما الجملة المذكورة في هذا السياق؟,وهو ثابت تمامًا،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q223,كيف صيغت العبارة هنا؟,فاتح بُقه ناحية بطنه،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q224,ما الذي قيل في هذا الجزء؟,"في الصفحة الأولى لـ""النيويورك تايمز""،",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q225,ما النص الحرفي المذكور في هذه الفقرة؟,"إن الصورة دي توجّع ""أمريكا"" أكتر من أي حرب!",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q226,ماذا ورد في هذا الموضع من النص؟,"""السكوت لم يعُد اختيار.""",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q227,ما الجملة المذكورة في هذا السياق؟,أو يبعت لولاده لأحسن مدرسة ممكنة،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q228,كيف صيغت العبارة هنا؟,"""جون لويس""، هيخرج ويقول...",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q229,ما الذي قيل في هذا الجزء؟,عن مشروع قانون شامل للحقوق المدنية،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q230,ما النص الحرفي المذكور في هذه الفقرة؟,ما فيش فصل بين البيض والسود،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q231,ماذا ورد في هذا الموضع من النص؟,"عشان تقدر تلاحق الجرايم العنصرية.""",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q232,ما الجملة المذكورة في هذا السياق؟,"إن ""كينيدي"" كان أول رئيس أمريكي",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q233,كيف صيغت العبارة هنا؟,"كان ""أبراهام لينكولن""،",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q234,ما الذي قيل في هذا الجزء؟,رد العنصريين كان شديد القسوة،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q235,ما النص الحرفي المذكور في هذه الفقرة؟,بيتقتل قُدّام بيته!,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q236,ماذا ورد في هذا الموضع من النص؟,من أكبر مسيرات المساواة في التاريخ،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q237,ما الجملة المذكورة في هذا السياق؟,"""مارتن لوثر كينج"" بيقول خطابه الأشهر،",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q238,كيف صيغت العبارة هنا؟,"بتنفجر كنيسة في ""برمنجهام""،",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q239,ما الذي قيل في هذا الجزء؟,بتشوف وشّها الحقيقي لأول مرة،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q240,ما النص الحرفي المذكور في هذه الفقرة؟,ولسنا بلد الحريات،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q241,ماذا ورد في هذا الموضع من النص؟,"لمجرد إن هُناك تغييرات حقيقية بتحصل!""",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q242,ما الجملة المذكورة في هذا السياق؟,صعب جدًا إن حرب نووية ما تحصلش فيه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q243,كيف صيغت العبارة هنا؟,ولكنه لسة مش عارف ينقذ بلده!,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q244,ما الذي قيل في هذا الجزء؟,"هو فترة الطُموح والثروة في ""أمريكا""،",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q245,ما النص الحرفي المذكور في هذه الفقرة؟,والناحية التانية بقى، الثورة،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q246,ماذا ورد في هذا الموضع من النص؟,عاش في 22 بيت وهو طفل،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q247,ما الجملة المذكورة في هذا السياق؟,وعنده طاقة غضب كبيرة جدًا،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q248,كيف صيغت العبارة هنا؟,بسمات انفصامية،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q249,ما الذي قيل في هذا الجزء؟,عايش في عالَم خيالي خاص بيه،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q250,ما النص الحرفي المذكور في هذه الفقرة؟,ورجّعته تاني للحياة،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q251,ماذا ورد في هذا الموضع من النص؟,"يقولّهم: ""أنا عايز أبقى معاكم،",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q252,ما الجملة المذكورة في هذا السياق؟,"اللي بتفسّر الفقر والنبذ اللي أنا عايش فيهم!""",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q253,كيف صيغت العبارة هنا؟,"لمكان جديد، وهو الـ""مارينز"".",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q254,ما الذي قيل في هذا الجزء؟,بيضرب نفسه بالنار في دراعه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q255,ما النص الحرفي المذكور في هذه الفقرة؟,عشان يوقّف قرار نقل كان طلعله،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q256,ماذا ورد في هذا الموضع من النص؟,"مش عايز يروح (الفلبين)؟""",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q257,ما الجملة المذكورة في هذا السياق؟,دا ممكن يموّت نفسه.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q258,كيف صيغت العبارة هنا؟,شافوه شخص غريب الأطوار،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q259,ما الذي قيل في هذا الجزء؟,بيحيّي العلم معانا آه،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q260,ما النص الحرفي المذكور في هذه الفقرة؟,وبيقرا لـ(كارل ماركس)!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q261,ماذا ورد في هذا الموضع من النص؟,"أنه مُحب للشيوعية! شيوعي!""",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q262,ما الجملة المذكورة في هذا السياق؟,زي ما دخله بالظبط،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q263,كيف صيغت العبارة هنا؟,"إن هو هيسيب ""أمريكا"" كلها،",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q264,ما الذي قيل في هذا الجزء؟,"""الاتحاد السوفييتي"".",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q265,ما النص الحرفي المذكور في هذه الفقرة؟,"وراح ""موسكو""،",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q266,ماذا ورد في هذا الموضع من النص؟,في الجيش الأمريكي وعنده أفكار!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q267,ما الجملة المذكورة في هذا السياق؟,"وقالّهم: ""أنا عايز أشتغل معاكم.""",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q268,كيف صيغت العبارة هنا؟,"حد عايز يشتغل معانا!""",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q269,ما الذي قيل في هذا الجزء؟,في حمّام الفندق اللي نازل فيه،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q270,ما النص الحرفي المذكور في هذه الفقرة؟,"نموذج للـ""بروباجندا""،",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q271,ماذا ورد في هذا الموضع من النص؟,"إلى جنة الشيوعية.""",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q272,ما الجملة المذكورة في هذا السياق؟,الراجل الشرير، اللي احنا ثُرنا عليه؟,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q273,كيف صيغت العبارة هنا؟,في الأرشيف عندنا، بنحترمه،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q274,ما الذي قيل في هذا الجزء؟,"ولو جه متأخر، بنخصمله!""",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q275,ما النص الحرفي المذكور في هذه الفقرة؟,ارجع شوف هذه الحلقة، بحبها جدًا!,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q276,ماذا ورد في هذا الموضع من النص؟,"اسمها ""الإمبرطوار الأخير""،",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q277,ما الجملة المذكورة في هذا السياق؟,"إن بعد شهور، ""أوزوالد"" بيكتب في مذكراته",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q278,كيف صيغت العبارة هنا؟,لو كانت ظبطت weekend حلو، كانت كمّلت!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q279,ما الذي قيل في هذا الجزء؟,حطوا دي في الخطة اللي بعد كدا، إن شاء الله!,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q280,ما النص الحرفي المذكور في هذه الفقرة؟,إن شاء الله، شوية ترفيه!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q281,ماذا ورد في هذا الموضع من النص؟,"""جواكت"" أزرق في أحمر،",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q282,ما الجملة المذكورة في هذا السياق؟,"في ""الاتحاد السوفييتي""،",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q283,كيف صيغت العبارة هنا؟,كان كسول وغير ملتزم تمامًا،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q284,ما الذي قيل في هذا الجزء؟,الـHomesickness كان تاعبه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q285,ما النص الحرفي المذكور في هذه الفقرة؟,"قاعد بيسمع إذاعة ""صوت (أمريكا)""،",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q286,ماذا ورد في هذا الموضع من النص؟,زي ما انت عارف من الأفلام كدا،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q287,ما الجملة المذكورة في هذا السياق؟,على كل حاجة في هذا الوقت،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q288,كيف صيغت العبارة هنا؟,اللي كانت بتحصل للمواطنين السوفييتيين،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q289,ما الذي قيل في هذا الجزء؟,في الجيش الأمريكي!,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q290,ما النص الحرفي المذكور في هذه الفقرة؟,الراجل دا طول الوقت وفي كل حركة،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q291,ماذا ورد في هذا الموضع من النص؟,من فتحة معمولة في حيطة جوا شقته.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q292,ما الجملة المذكورة في هذا السياق؟,"""مارينا بروساكوفا""،",Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q293,كيف صيغت العبارة هنا؟,وبعدها بشهور، بيخلّفوا.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q294,ما الذي قيل في هذا الجزء؟,بقت أصعب بكتير من حياته قبل الجواز،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q295,ما النص الحرفي المذكور في هذه الفقرة؟,بنلاقي الراجل بيكتب في يومياته:,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q296,ماذا ورد في هذا الموضع من النص؟,بيرجع مع زوجته السوفييتية،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q297,ما الجملة المذكورة في هذا السياق؟,"وبنلبس ""جينز""، وبنشرب مشروبات غازية!",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q298,كيف صيغت العبارة هنا؟,يا إما يسيب الشغل بمزاجه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q299,ما الذي قيل في هذا الجزء؟,"في ""الاتحاد السوفييتي""،",Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q300,ما النص الحرفي المذكور في هذه الفقرة؟,إن هي تسلّفه فلوس يرجع بيها،,Medium
