video_id,video_title,question_id,question,answer,difficulty
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q001,ماذا ورد في النص حول هذه الجزئية؟,والساموزين والسامو عليكم!,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q172,ما الجملة المذكورة في هذا الموضع؟,إلى قُطّاع طرُق أو مرتزقة،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q173,كيف صيغت العبارة في النص؟,وعندك أسلحة، استغلّهم! اكسب بيهم!,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q174,ما الذي قيل في هذا السياق؟,اللي هتربطهم بالـSeppuku,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q175,ما النص الحرفي المذكور هنا؟,اللي حكيتلك عنهم في الأول.,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q176,ماذا ورد في النص حول هذه الجزئية؟,ما تضحكش عليا!,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q177,ما الجملة المذكورة في هذا الموضع؟,"إيه اللي جاب الـ47؟!""",Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q178,كيف صيغت العبارة في النص؟,خلّيني أحكيلك القصة من الأول،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q179,ما الذي قيل في هذا السياق؟,"في تاريخ ""اليابان"".",Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q180,ما النص الحرفي المذكور هنا؟,فالراجل التاني قعد يتريق على الهدية بتاعته،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q181,ماذا ورد في النص حول هذه الجزئية؟,"أي كلام دا!""",Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q182,ما الجملة المذكورة في هذا الموضع؟,"- رفع سيفه وهجم على ""كيرا"" وجرحه،",Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q183,كيف صيغت العبارة في النص؟,كان صارم وما فيهوش تفاهُم،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q184,ما الذي قيل في هذا السياق؟,إن هو يعمل Seppuku وينتحر، عقابًا ليه،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q185,ما النص الحرفي المذكور هنا؟,دا بيصادر أرضه وبيشرّد رجالته.,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q186,ماذا ورد في النص حول هذه الجزئية؟,"دلوقتي، أصبحوا ""رونين""،",Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q187,ما الجملة المذكورة في هذا الموضع؟,إن هُما ينتقموا لسيدهم،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q188,كيف صيغت العبارة في النص؟,إن هُما يقبلوا هذا الظلم،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q189,ما الذي قيل في هذا السياق؟,لمدة سنتين كاملين،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q190,ما النص الحرفي المذكور هنا؟,"عشان يخدعوا جواسيس الحكومة وجواسيس ""كيرا""،",Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q191,ماذا ورد في النص حول هذه الجزئية؟,"اتجمّعوا وهجموا على قصر ""كيرا""،",Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q192,ما الجملة المذكورة في هذا الموضع؟,"وجابوا راس ""كيرا"" لقبر سيدهم ""أسانو""،",Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q193,كيف صيغت العبارة في النص؟,وبيستعيدوا شرف سيدهم،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q194,ما الذي قيل في هذا السياق؟,اللي حَكَم عليهم بالموت.,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q195,ما النص الحرفي المذكور هنا؟,"الرجالة بتاعتنا عملت إيه.""",Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q196,ماذا ورد في النص حول هذه الجزئية؟,اتدفن، يا عزيزي، مع الـ46 ساموراي، رفاقه.,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q197,ما الجملة المذكورة في هذا الموضع؟,غير من اتنين.,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q198,كيف صيغت العبارة في النص؟,من النينجا والسوهي.,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q199,ما الذي قيل في هذا السياق؟,لم يكونوا محاربين بالمعنى التقليدي،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q200,ما النص الحرفي المذكور هنا؟,بيعتبرهم غير شرفاء،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q201,ماذا ورد في النص حول هذه الجزئية؟,لازم يواجهك وجهًا لوجه،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q202,ما الجملة المذكورة في هذا الموضع؟,ما كانش بيلبس أسود في أسود,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q203,كيف صيغت العبارة في النص؟,بسيوف وشجاعة، زي الساموراي،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q204,ما الذي قيل في هذا السياق؟,"زي مثلًا الـ""شوريكين""، أو النجوم الحديدية،",Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q205,ما النص الحرفي المذكور هنا؟,"سلاح الـ""ماكيبيشي""،",Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q206,ماذا ورد في النص حول هذه الجزئية؟,بتترمي على الأرض،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q207,ما الجملة المذكورة في هذا الموضع؟,تفسّيلهم الكاوتشات!,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q208,كيف صيغت العبارة في النص؟,بيضربوها عشان يختفوا بسرعة،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q209,ما الذي قيل في هذا السياق؟,اللي كان عامل صُداع للساموراي،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q210,ما النص الحرفي المذكور هنا؟,اللي بيقعد يتأمل في الجبل دا،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q211,ماذا ورد في النص حول هذه الجزئية؟,ومحاربين في نفس الوقت،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q212,ما الجملة المذكورة في هذا الموضع؟,حاجة محرجة جدًا للساموراي عشان يقتله.,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q213,كيف صيغت العبارة في النص؟,ويحرق معابدهم،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q214,ما الذي قيل في هذا السياق؟,"الموحّد الأول لـ""اليابان""، للخيانة،",Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q215,ما النص الحرفي المذكور هنا؟,بيتولى الحُكم واحد من حلفائه،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q216,ماذا ورد في النص حول هذه الجزئية؟,بيحصل صراع على السُلطة،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q217,ما الجملة المذكورة في هذا الموضع؟,إلى مرحلة سلام واستقرار طويل،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q218,كيف صيغت العبارة في النص؟,"الموحّد الثالث لـ""اليابان"".",Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q219,ما الذي قيل في هذا السياق؟,الشوجونية الجديدة عملت نظام طَبَقي،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q220,ما النص الحرفي المذكور هنا؟,اللي في القمة.,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q221,ماذا ورد في النص حول هذه الجزئية؟,اللي هو التاجر،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q222,ما الجملة المذكورة في هذا الموضع؟,"و""إيلون ماسك"" وكدا يعني!",Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q223,كيف صيغت العبارة في النص؟,الاقتصاد كان بسيط،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q224,ما الذي قيل في هذا السياق؟,بيقبضوا بيها مُرتّباتهم,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q225,ما النص الحرفي المذكور هنا؟,من الأراضي اللي تحت حمايته؟,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q226,ماذا ورد في النص حول هذه الجزئية؟,إلى نظام نقدي ونظام تجاري،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q227,ما الجملة المذكورة في هذا الموضع؟,من طبقة، زي ما شُفنا، غنيّة بشوالات الرُز،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q228,كيف صيغت العبارة في النص؟,وكل حاجة، والناس بتبصُلها لفوق كداهو،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q229,ما الذي قيل في هذا السياق؟,كانوا بيعملوا إيه؟,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q230,ما النص الحرفي المذكور هنا؟,"اتعرفت باسم ""فترة (إيدو)""، فترة خمول،",Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q231,ماذا ورد في النص حول هذه الجزئية؟,وبيشتغلوا في وظايف أبسط،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q232,ما الجملة المذكورة في هذا الموضع؟,على (لينكدإن)، اتصرّف!,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q233,كيف صيغت العبارة في النص؟,اتمنعت، واستخدامها شَحّ،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q234,ما الذي قيل في هذا السياق؟,إن البنادق دي تُستخدَم في أي تمرد،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q235,ما النص الحرفي المذكور هنا؟,مهارتهم القتالية بقت زي سيوفهم،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q236,ماذا ورد في النص حول هذه الجزئية؟,يحوّلها إلى مهارة استعراضية، يكسب منها،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q237,ما الجملة المذكورة في هذا الموضع؟,نجيبه في المناسبات والاحتفالات!,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q238,كيف صيغت العبارة في النص؟,"لـ""اليابان"" سنة 1854،",Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q239,ما الذي قيل في هذا السياق؟,"الأسطول الأمريكي بقيادة ""ماثيو بيري""،",Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q240,ما النص الحرفي المذكور هنا؟,تفتحوا موانيكم للتجارة مع العالم.,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q241,ماذا ورد في النص حول هذه الجزئية؟,إنهم متأخرين قرون عن العالم،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q242,ما الجملة المذكورة في هذا الموضع؟,والسيوف والسهام والشرف...,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q243,كيف صيغت العبارة في النص؟,والمَدافع الغربية الحديدية!,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q244,ما الذي قيل في هذا السياق؟,بيحصل انقلاب في التفكير وفي السُلطة،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q245,ما النص الحرفي المذكور هنا؟,"إنه يستعيد سُطلته من الـ""شوجن""،",Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q246,ماذا ورد في النص حول هذه الجزئية؟,"معروفة باسم ""إصلاح (ميجي)""،",Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q247,ما الجملة المذكورة في هذا الموضع؟,بناء دولة حديثة وجيش نظامي،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q248,كيف صيغت العبارة في النص؟,"زي جيوش بتاعة ""أوروبا"" كدا.",Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q249,ما الذي قيل في هذا السياق؟,كان لازم النظام القديم يتهَدّ،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q250,ما النص الحرفي المذكور هنا؟,اللي احنا فرحانين بيها دي، تختفي تمامًا.,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q251,ماذا ورد في النص حول هذه الجزئية؟,الساموراي بيحسوا بالخيانة والإهانة،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q252,ما الجملة المذكورة في هذا الموضع؟,اللي كانت بتحمي البلد دي لمدة قرون،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q253,كيف صيغت العبارة في النص؟,تمرد حصل سنة 1877،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q254,ما الذي قيل في هذا السياق؟,"""الساموراي الأخير"" لـ""توم كروز""،",Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q255,ما النص الحرفي المذكور هنا؟,المسلح بالمَدافع والأسلحة الحديثة،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q256,ماذا ورد في النص حول هذه الجزئية؟,اللي قتلت الساموراي كطبقة،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q257,ما الجملة المذكورة في هذا الموضع؟,لمّا احتاجوهم امتى؟,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q258,كيف صيغت العبارة في النص؟,عملوا غسيل مُخ جماعي للجنود،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q259,ما الذي قيل في هذا السياق؟,إنه وريث الساموراي العظيم،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q260,ما النص الحرفي المذكور هنا؟,"نشوف الظُبّاط شايلين سيوف ""كاتانا""،",Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q261,ماذا ورد في النص حول هذه الجزئية؟,"كان في الـ""كاميكازي"".",Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q262,ما الجملة المذكورة في هذا الموضع؟,اللي دمرت المغول زمان؟,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q263,كيف صيغت العبارة في النص؟,إن هو يدّي الاسم دا للطيارين الشباب،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q264,ما الذي قيل في هذا السياق؟,بنزين يكفّي رحلة الذهاب بس،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q265,ما النص الحرفي المذكور هنا؟,"No return, one-way ticket!",Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q266,ماذا ورد في النص حول هذه الجزئية؟,رياح بشرية مدمرة من الانفجارات،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q267,ما الجملة المذكورة في هذا الموضع؟,بس بالطيارات،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q268,كيف صيغت العبارة في النص؟,بس المرادي، مش هقتل نفسي بس،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q269,ما الذي قيل في هذا السياق؟,ولا إنه يتأسر عند العدو،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q270,ما النص الحرفي المذكور هنا؟,في الحرب العالمية التانية دموية بشكل مرعب!,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q271,ماذا ورد في النص حول هذه الجزئية؟,"""اليابان"" كانت متدمرة تمامًا،",Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q272,ما الجملة المذكورة في هذا الموضع؟,"""هنبدأ منين بعد هذا الدمار؟!""",Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q273,كيف صيغت العبارة في النص؟,إنها تستدعي قِيَم الساموراي،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q274,ما الذي قيل في هذا السياق؟,مش للحرب والموت،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q275,ما النص الحرفي المذكور هنا؟,على أكتاف أحفاد الساموراي،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q276,ماذا ورد في النص حول هذه الجزئية؟,تحوّل إلى ولاء للشركة والوطن،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q277,ما الجملة المذكورة في هذا الموضع؟,تحوّل إلى تفاني في العمل وإتقان الصناعة،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q278,كيف صيغت العبارة في النص؟,وقعوا، يا عزيزي، في غرام أسطورتهم،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q279,ما الذي قيل في هذا السياق؟,بدأت تنشر سينما الساموراي في كل حتة،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q280,ما النص الحرفي المذكور هنا؟,"كمان الـ""أنمي"" والـ""مانجا"" والـvideo games،",Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q281,ماذا ورد في النص حول هذه الجزئية؟,صورة الساموراي كفارس نبيل،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q282,ما الجملة المذكورة في هذا الموضع؟,إن هُما يتكلموا عنهم أكتر،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q283,كيف صيغت العبارة في النص؟,لو حد استخدم الكلمة،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q284,ما الذي قيل في هذا السياق؟,"""بس أنا مش خايف، أنا ساموراي.""",Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q285,ما النص الحرفي المذكور هنا؟,في وجدان الشعب الياباني،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q286,ماذا ورد في النص حول هذه الجزئية؟,في كُل لاعب جودو أو كاراتيه،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q287,ما الجملة المذكورة في هذا الموضع؟,بتعلّمنا معنى الصداقة والتضحية،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q288,كيف صيغت العبارة في النص؟,لسة محتفظة بسيوف أجدادها،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q289,ما الذي قيل في هذا السياق؟,أو في السلاح المتطور،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q290,ما النص الحرفي المذكور هنا؟,وتسيب أثر يفضل عايش بعدك.,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q291,ماذا ورد في النص حول هذه الجزئية؟,تشوف الحلقات الجاية،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q292,ما الجملة المذكورة في هذا الموضع؟,"ولو احنا على الـ""يوتيوب""، نشترك على القناة.",Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q293,كيف صيغت العبارة في النص؟,والساموزين والسامو عليكم!,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q294,ما الذي قيل في هذا السياق؟,من كل مَن حرمه من حلم الساموراي...,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q295,ما النص الحرفي المذكور هنا؟,السلام عليكم ورحمة الله وبركاته،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q296,ماذا ورد في النص حول هذه الجزئية؟,"من برنامج ""الدحّيح""!",Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q297,ما الجملة المذكورة في هذا الموضع؟,خلّيني آخدك مش لمكان واحد،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q298,كيف صيغت العبارة في النص؟,تعود إلى عائلات ساموراي كبيرة،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q299,ما الذي قيل في هذا السياق؟,منتظرين حُكم الإعدام،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q300,ما النص الحرفي المذكور هنا؟,من حَد بيحصلّه هذا الحُكم,Medium
